name,state,address,local_river,river_name,seg_id,dist_deg,latitude,longitude,half_m,dam_length_m,capacity_m3,capacity_mcm,reservoir_area_m2,effective_storage_m3,osm_name
Vyasi (Ujvn) Dam,Uttarakhand,"Yamuna. River, Dehradun, Uttarakhand",Yamuna,Yamuna,3320.0,0.000849,30.5244,77.8856,86.0,207.2,13690000.0,13.69,729000,3710000.0,
Lata Tapovan (Ntpc) Dam,Uttarakhand,"Dhauliganga. River, Joshimath, Uttarakhand",Dhauliganga,Dhauli Ganga,4237.0,0.000383,30.4942,79.6275,24.5,85.5,1540000.0,1.54,384309,1540000.0,
Dhauliganga Dam,Uttarakhand,"Dhauliganga. River, Pithoragarh, Uttarakhand",Dhauliganga,Darma Yankti,4803.0,0.001037,29.9783,80.5719,56.0,270.0,6200000.0,6.2,226000,1540000.0,
Tanakpur Barrage Dam,Uttarakhand,"Sarda. River, Tanakpur, Uttarakhand",Sarda,Mahakali,4798.0,0.002951,29.0583,80.125,22.5,475.3,3150000.0,3.15,1311000,2205000.0,
Bogudiyaar Sirkari Bhyol Dam,Uttarakhand,"Goriganga. River, Tanakpur, Uttarakhand",Goriganga,Goriganga,4806.0,0.010717,30.3086,80.2078,86.0,136.0,1220000.0,1.22,59200,840000.0,
Phata Bhyung Dam,Uttarakhand,"Mandakini. River, Sitapur, Uttarakhand",Mandakini,Mandakini,4208.0,0.011148,30.6239,78.9997,26.0,,49920.0,0.05,71306,41420.0,Phata Byung
Rambara Dam,Uttarakhand,"Mandakini. River, Gaurikund, Uttarakhand",Mandakini,,,,30.6947,79.0556,31.0,75.0,74000.0,0.074,65000000,73000.0,
Vishnu Gad Pipalkoti Hep Dam,Uttarakhand,"Alaknanda. River, Joshimath, Uttarakhand",Alaknanda,Alaknanda,4240.0,0.011997,30.5139,79.4917,65.0,89.55,363000000.0,363.0,245000,2470000.0,
Massanjore Dam,West Bengal,"Mayurakshi. River, Suri, West Bengal",Mayurakshi,,,,24.1072,87.3086,47.25,661.58,617000000.0,617.0,69920000,549130000.0,
Hinglow Dam,West Bengal,"Hinglow. River, Suri, West Bengal",Hinglow,,,,23.8221,87.1934,12.0,1158.0,17069000.0,17.069,6480000,14150000.0,
Nachan Dam,West Bengal,"Nachankandar. River, Durgapur, West Bengal",Nachankandar,,,,23.6173,87.3215,14.0,853.0,961000.0,0.961,174000,886000.0,
Bara Mandira Dam,West Bengal,"Baramandira. River, Burdwan, West Bengal",Baramandira,,,,23.8329,86.9544,17.0,853.0,1419000.0,1.419,243000,1219000.0,
Bajrag Garh Dam,Rajasthan,"Sivani River, Pratapgarh, Rajasthan",Sivani,,,,23.9792,74.8733,12.3,1590.0,2010000.0,2.01,22530000,1850000.0,
